STATIONSKENNUNG,STATIONSNAME,STATIONS_ID,MaxvonGERAETETYP_NAME,MinvonVON_DATUM,GEOGR_BREITE,GEOGR_LAENGE,STATIONSHOEHE,Niederschlag 1 Min,Schnee manuell,Wind 10 Min,Temperatur und Feuchte 2 m 10 Min,Sonne 10 Min,Erdbodentemperaturen Standard 10 Min,HEADING_BUFR1,HEADING_BUFR2,HEADING_BUFR3,HEADING_BUFR4,HEADING_BUFR5,HEADING_BUFR6,HEADING_BUFR7
E501,Twist-Hebelermeer,5132,AMDA III / N,01-Sep-05,52.743234,7.075035,19.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E513,Groß Berßen,1792,AMDA III / N,01-Dec-05,52.755257,7.481475,27.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E545,Barnstorf,292,AMDA III / N,01-Dec-05,52.696508,8.486956,37.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E564,Frankenfeld-Hedern,4883,AMDA III / N,01-Oct-05,52.765856,9.404617,18.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E571,"Fallingbostel, Bad",1336,AMDA III / N,01-Sep-04,52.856783,9.675630,70.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E586,Scharnhorst-Marwede,7361,AMDA III / N,01-Jul-06,52.736346,10.344026,72.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E601,Ringe-Großringe,1223,AMDA III / N,01-Sep-05,52.598293,6.944900,13.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E622,Fürstenau,4683,MODES III N,01-Apr-12,52.515951,7.676214,46.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD82AMDN,ISHD82 AMDN,ISGD82 AMDN
E626,Alfhausen,78,MODES III S,01-Nov-04,52.485314,7.912553,65.0,2,2,,2,,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E651,"Kirchdorf, Kreis Diepholz",2577,AMDA III / N,01-Oct-05,52.600687,8.852232,34.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E652,Nienburg,3612,AMDA III / S,01-Apr-07,52.671083,9.222910,25.0,2,,,2,2,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E659,Rehburg-Loccum,4112,MODES III N,01-Dec-06,52.439577,9.133518,60.0,4,4,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E662,Essel,4601,AMDA III / N,01-Aug-07,52.679692,9.652352,27.5,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E667,Neustadt am Rübenberge,3558,MODES III N,01-Dec-06,52.499952,9.494082,41.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E672,Wedemark-Elze,5382,MODES III N,01-May-06,52.588296,9.738570,39.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E673,Celle (Stadt),848,AMDA III / N,16-Jun-08,52.614642,10.072598,38.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E688,Uetze,5148,MODES III N,01-Jul-06,52.458765,10.188826,60.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E691,Wittingen-Vorhop,7432,AMDA III / S,01-May-07,52.642293,10.662715,71.5,2,2,,2,2,2,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E704,"Bentheim, Bad",357,MODES III N,01-Sep-05,52.301792,7.130106,50.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E711,Ostercappeln-Schwagstorf,3820,MODES III N,01-Nov-07,52.365690,8.201275,52.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E718,"Essen-Brockhausen, Bad",1304,MODES III N,01-Apr-06,52.334533,8.387740,48.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E727,"Rothenfelde, Bad",4288,AMDA III / N,01-Dec-05,52.103832,8.180841,95.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E732,Hameln,1993,MODES III W,15-Oct-09,52.084784,9.389576,68.0,,,5,,5,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E738,Rinteln-Volksen,7425,MODES III N,01-Aug-06,52.138381,9.111943,212.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E739,Hameln-Hastenbeck,13675,MODES III S,01-Nov-07,52.081826,9.407661,77.0,4,4,,4,,4,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E744,Barsinghausen-Hohenbostel,294,AMDA III / S,01-Jul-04,52.319850,9.429984,110.0,3,,,3,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E748,Salzhemmendorf-Lauenstein,4367,AMDA III / N,01-Sep-09,52.078066,9.551981,175.0,1,,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E755,Hannover-Herrenhausen,2011,AMDA III / N,01-Jan-05,52.396469,9.662863,50.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E756,Hannover-Kirchrode,2012,AMDA III / N,01-Jun-10,52.367103,9.819005,57.0,1,,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E762,Lehrte-Sievershausen,13699,AMDA III / N,01-Mar-08,52.366687,10.126565,66.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E764,Springe,4790,MODES III N,01-Mar-06,52.205394,9.566817,98.0,3,3,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E790,Wolfsburg (Südwest),5676,MODES III S,01-Sep-10,52.396186,10.689225,82.0,3,3,,3,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E792,Süpplingen,4947,AMDA III / W,01-Nov-06,52.231737,10.920002,129.0,,,2,,2,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E798,Helmstedt-Emmerstedt,13777,AMDA III / S,01-Jun-08,52.246667,10.959196,110.0,1,1,,1,,1,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E799,Cremlingen-Destedt,1278,MODES III N,01-Dec-07,52.244852,10.718235,160.0,2,,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E805,Ottenstein,3844,MODES III N,01-Jul-09,51.947266,9.399893,295.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E818,"Bevern, Kr. Holzminden",2323,AMDA III / S,01-Jul-06,51.852940,9.495274,110.0,2,2,,2,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E835,Eimen-Vorwohle,1170,AMDA III / N,01-Jul-07,51.887336,9.727987,265.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E839,Moringen-Lutterbeck,3348,AMDA III / S,01-Jun-04,51.720864,9.835180,240.0,3,3,,3,,3,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E857,Northeim-Stöckheim,3651,MODES III W,27-Aug-08,51.752086,9.945040,109.0,,,2,,,,ISMD72 AMDW,ISID72 AMDW,ISND72 AMDW,ISXD72 AMDW,ISAD72 AMDW,ISHD72 AMDW,ISGD72 AMDW
E858,Northeim-Imbshausen,3650,MODES III N,01-Dec-04,51.763036,10.041607,212.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E864,Seesen,4651,AMDA III / S,01-Nov-04,51.903973,10.188523,186.0,1,1,,1,,1,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E871,Liebenburg-Othfresen,7099,MODES III S,01-Nov-04,52.011142,10.396557,187.0,2,2,,2,2,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E884,Langelsheim-Astfeld,2839,AMDA III / N,01-Dec-06,51.926172,10.346086,210.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E897,"Harzburg, Bad",2039,MODES III S,01-Nov-06,51.900249,10.569851,201.0,2,,,2,,,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E902,Bodenfelde-Amelith,567,AMDA III / N,01-Sep-09,51.695724,9.513524,258.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E931,Berka,378,AMDA III / N,01-Apr-05,51.684265,10.107677,136.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E944,Herzberg,2174,AMDA III / S,01-Nov-10,51.625476,10.369512,238.0,1,1,,1,1,1,ISMD33 AMDS,ISID33 AMDS,ISND33 AMDS,ISXD33 AMDS,ISAD33 AMDS,ISHD33 AMDS,ISGD33 AMDS
E950,Herzberg-Lonau,2175,AMDA III / N,01-Nov-06,51.688966,10.357039,340.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E955,"Lauterberg,Bad-Bartolfelde",2890,MODES III N,01-Sep-06,51.595702,10.462961,305.0,2,2,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
E970,Dransfeld-Ossenfeld,1039,AMDA III / N,01-Dec-04,51.526295,9.797802,317.0,1,1,,,,,ISMD83 AMDN,ISID83 AMDN,ISND83 AMDN,ISXD83 AMDN,ISAD83 AMDN,ISHD83 AMDN,ISGD83 AMDN
F020,Meyenburg,3280,MODES III N,01-Jul-04,53.308318,12.293694,98.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F050,Uckerland-Karlstein,2438,MODES III N,01-Apr-08,53.427717,13.816672,40.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F069,Hohenreinkendorf,4984,AMDA III / N,01-Nov-04,53.225167,14.329961,46.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F105,Lenzen/Elbe,2951,AMDA III / S,01-Jun-04,53.100708,11.486414,20.0,2,2,,2,2,2,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F108,Karstädt/Prignitz,2531,MODES III N,01-Jul-04,53.172429,11.749144,32.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F125,Kuhbier,2779,AMDA III / N,01-Nov-04,53.148583,12.085137,63.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F143,Wittstock-Rote Mühle,5643,MODES III S,01-Nov-04,53.186438,12.494905,66.0,2,2,,2,,2,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F151,Menz,3509,MODES III S,01-Oct-04,53.101974,13.042072,77.0,2,2,,2,,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F172,Mittenwalde/Uckermark,3308,AMDA III / N,01-Aug-05,53.184619,13.654601,72.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F178,Neuruppin-Gühlen Glienicke,3473,MODES III N,01-Nov-04,53.052813,12.756219,89.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F191,Passow,3881,AMDA III / N,01-Nov-04,53.141964,14.107476,12.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F199,Berkholz-Meyenburg,7079,MODES III N,01-Dec-04,53.044302,14.242319,14.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F210,Perleberg,3906,MODES III N,01-May-04,53.095176,11.860293,40.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F263,Zehdenick,5745,AMDA III / S,01-Jun-04,52.966353,13.326781,51.0,2,2,,2,2,2,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F265,Schorfheide-Groß Schönebeck,1810,MODES III N,01-Jul-14,52.909383,13.537115,56.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F280,Friedrichswalde,1497,AMDA III / N,01-Dec-04,53.023838,13.708797,75.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F305,Kleßen,2625,MODES III N,01-Jul-04,52.739045,12.498378,38.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F325,Kremmen-Groß Ziethen,2733,AMDA III / N,01-Nov-04,52.727740,13.012119,46.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F338,Marwitz (Wasserwerk),3205,MODES III N,01-Aug-05,52.657944,13.178974,33.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F361,Heckelberg,7389,MODES III S,01-Dec-06,52.746142,13.842702,82.0,3,3,3,3,3,3,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
F385,Wustrow,5729,AMDA III / N,01-Aug-05,52.760473,14.217325,6.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F419,Wusterwitz,6265,MODES III S,01-May-04,52.361259,12.386695,36.0,3,3,,3,3,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F431,Berge,5825,MODES III S,01-May-04,52.619829,12.786684,40.0,3,3,3,3,3,3,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
F448,Staaken,4637,MODES III N,01-Aug-08,52.540408,13.124293,31.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F451,Ahrensfelde,53,AMDA III / N,01-Oct-05,52.585015,13.563378,60.0,2,,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F470,Strausberg,4912,AMDA III / N,01-Jul-06,52.588376,13.928872,81.0,5,5,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F475,Müncheberg,3376,MODES III S,01-Jun-04,52.517588,14.123226,63.0,2,2,2,2,2,2,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
F509,Wollin,5684,MODES III N,01-Nov-17,52.281290,12.458046,40.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F518,Brandenburg/Havel,6253,MODES III W,01-Oct-07,52.422811,12.566729,31.0,,,4,,,,ISMD71 AMDW,ISID71 AMDW,ISND71 AMDW,ISXD71 AMDW,ISAD71 AMDW,ISHD71 AMDW,ISGD71 AMDW
F520,Groß Kreutz,1801,AMDA III / N,01-Jul-04,52.404201,12.792254,31.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F545,Thyrow,5555,AMDA III / N,01-Nov-04,52.253376,13.236146,43.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F598,Pohlitz,3967,MODES III N,01-Apr-05,52.183643,14.574787,70.0,3,3,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F620,Brück-Gömnigk,735,AMDA III / N,01-May-05,52.169227,12.733368,52.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F635,Felgentreu,1350,AMDA III / N,01-Aug-07,52.099737,13.001629,48.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F660,Münchehofe,13712,MODES III N,01-Sep-08,52.148824,13.835914,44.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F681,Neu Madlitz,714,AMDA III / N,01-Jun-05,52.365259,14.247393,46.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F695,Coschen,6170,MODES III S,01-Jun-04,52.019183,14.725443,40.0,2,2,,2,,2,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F707,Langenlipsdorf,2856,MODES III S,01-Jul-04,51.917335,13.087762,91.0,2,,2,2,,2,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
F736,Hohenbucko,2278,MODES III N,01-Dec-04,51.764009,13.469979,131.0,2,2,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F742,Lübben-Blumenfelde,3083,MODES III S,01-Jan-05,51.926689,13.879699,57.0,3,3,,3,3,3,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
F757,"Bischdorf, Kreis Oberspreewald",504,AMDA III / N,01-Jun-07,51.798081,13.971789,78.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F770,Lieberose,2997,AMDA III / N,01-Jul-04,51.986100,14.304405,47.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F878,Graustein,1744,AMDA III / N,01-Dec-04,51.571760,14.476360,139.0,1,1,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F925,Elsterwerda,1210,MODES III N,01-Jul-06,51.450535,13.504610,90.0,4,4,,,,,ISMD82 AMDN,ISID82 AMDN,ISND82 AMDN,ISXD82 AMDN,ISAD82 AMDN,ISHD82 AMDN,ISGD82 AMDN
F951,Klettwitz,2627,MODES III S,01-Jul-04,51.555458,13.884517,128.0,3,3,,3,3,3,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
G002,Berlin-Buch,400,MODES III S,01-Jun-04,52.630941,13.502150,60.0,2,2,,2,,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
G005,Berlin-Marzahn,420,MODES III S,01-Aug-07,52.544749,13.559774,60.0,3,3,,3,,3,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
G006,Berlin-Kaniswall,410,MODES III S,01-May-04,52.404034,13.730854,33.0,,3,,,,,ISMD32 AMDS,ISID32 AMDS,ISND32 AMDS,ISXD32 AMDS,ISAD32 AMDS,ISHD32 AMDS,ISGD32 AMDS
H009,Westerkappeln,5513,MODES III N,01-Sep-05,52.290208,7.868747,92.0,4,4,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H012,Rahden-Kleinendorf,4063,MODES III S,01-Sep-03,52.446122,8.590574,40.5,3,3,,3,3,3,ISMD34 AMDS,ISID34 AMDS,ISND34 AMDS,ISXD34 AMDS,ISAD34 AMDS,ISHD34 AMDS,ISGD34 AMDS
H027,Petershagen,3913,AMDA III / N,01-Jul-04,52.381700,9.017551,43.0,1,1,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H058,Steinfurt-Burgsteinfurt,4849,MODES III N,01-Jun-05,52.117259,7.341055,64.0,2,2,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H061,Hörstel-Riesenbeck,2254,MODES III N,01-Jun-05,52.239575,7.644860,46.0,2,2,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H081,Espelkamp-Isenstedt,3081,MODES III N,01-Dec-07,52.345157,8.647666,65.0,2,,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H119,Coesfeld,871,MODES III N,01-Aug-05,51.961750,7.158484,87.0,2,2,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
H142,Lienen-Kattenvenne,2999,MODES III N,01-Jul-04,52.121146,7.869893,55.0,2,2,,,,,ISMD84 AMDN,ISID84 AMDN,ISND84 AMDN,ISXD84 AMDN,ISAD84 AMDN,ISHD84 AMDN,ISGD84 AMDN
